[2861157.570] Initializing Modding Framework.
[2861157.570] Connected to modding database!
[2861157.570] Ensuring Foreign Key support is enabled and set to initially deferred.
[2861157.570] Checking database version...
[2861157.570] Modding database is up-to-date!
[2861157.570] Initializing Services...
[2861157.570] Component Discovery Service initialized.
[2861157.570] File Service initialized.
[2861157.570] Localization Service initialized.
[2861157.570] Mod Association Service initialized
[2861157.570] Mod Discovery Service initialized.
[2861157.570] Mod Loader Service initialized.
[2861157.570] Mod Selection Service missing. Skipping.
[2861157.570] Ownership Service initialized.
[2861157.570] Properties Service initialized.
[2861157.573] Setting Discovery Service initialized.
[2861157.574] Subscription Service - Detected 145 subscriptions
[2861157.575] Subscription Service - Subscription 3792052697 - Installed? 1, Downloading? 0, DownloadPending? 0
[2866274.675]  * Expansion2_WorldInput (ReplaceUIScript)
[2866274.675]  * Expansion2_WorldRankings (ReplaceUIScript)
[2866274.675]  * Expansion2_Files (ImportFiles)
[2866274.676] 258EF3CA-890B-4863-8A52-982822EFF7BD (LOC_RULERS_OF_ENGLAND_MOD_TITLE)
[2866274.676]  * RulersOfEnglandArt (UpdateArt)
[2866274.676]  * RulersOfEnglandAudio (UpdateAudio)
[2866274.676]  * RulersOfEnglandGameplay (UpdateDatabase)
[2866274.676]  * RulersOfEnglandColors (UpdateColors)
[2866274.676]  * RulersOfEnglandGameplay_XP2 (UpdateDatabase)
[2866274.676]  * RulersOfEnglandIcons (UpdateIcons)
[2866274.676]  * RulersOfEnglandText (UpdateText)
[2866274.676] 4dd01931-9d44-4a8a-8e74-712cba0f0072 (ZYLPVPMOD 2.0.3)
[2866274.676]  * CPL_Helper (AddGameplayScripts)
[2866274.676]  * CPL_XML (UpdateDatabase)
[2866274.676]  * MPH_INGAME_TEXTS (UpdateText)
[2866274.676]  * AN_Import (ImportFiles)
[2866274.676]  * Anonymous_Icon (UpdateIcons)
[2866274.676]  * SF_Import (ImportFiles)
[2866274.677]  * Sudden_Death_Icon (UpdateIcons)
[2866274.677]  * ZYL_GoodyHutReminder (AddGameplayScripts)
[2866274.677]  * ZYL_SettingsData (UpdateDatabase)
[2866274.677]  * ZYL_BRS_ReportsList_Database (UpdateDatabase)
[2866274.677]  * ZYL_ExtraHotkeys_Gameplay (UpdateDatabase)
[2866274.677]  * ZYL_QoL_Text (UpdateText)
[2866274.677]  * ZYL_Settings (AddUserInterfaces)
[2866274.677]  * ZYL_MapPinHotkeys (AddUserInterfaces)
[2866274.677]  * ZYL_GreatPersonHotkey (AddUserInterfaces)
[2866274.677]  * ZYL_BRS_Analysis (AddUserInterfaces)
[2866274.677]  * ZYL_BRS_Font (ImportFiles)
[2866274.677]  * ZYL_BRS_ReportsList_Import (ImportFiles)
[2866274.677]  * ZYLPVP_BBG_IG_001_BBG_CoreScript (AddGameplayScripts)
[2866274.677]  * ZYL_CanadaNationalParkYields (AddGameplayScripts)
[2866274.677]  * ZYLPVP_BBG_IG_002_bbg_uitogameplay_dummy_xml (AddUserInterfaces)
[2866274.678]  * ZYLPVP_BBG_IG_003_bbg_uitogameplay_lua (ImportFiles)
[2866274.678]  * ZYLPVP_BBG_IG_081_bbg_Icons (UpdateIcons)
[2866274.678]  * ZYLPVP_BBG_IG_084_bbg_files (ImportFiles)
[2866274.678]  * ZYLPVP_BBM_IG_001_BBS_ICONS (UpdateIcons)
[2866274.678]  * ZYLPVP_BBM_IG_005_BBS_Gameplay_test (UpdateText)
[2866274.678]  * ZYLPVP_BBM_IG_020_BBM_UI (AddUserInterfaces)
[2866274.678]  * ZYLPVP_BetterDealWindow_IG_002_ADW_UpdateText (UpdateText)
[2866274.678]  * ZYLPVP_DetailedMapTacks_IG_001_dmt_yieldcalculator (AddUserInterfaces)
[2866274.678]  * ZYLPVP_DetailedMapTacks_IG_002_dmt_text (UpdateText)
[2866274.678]  * ZYL_TurnTimeHotkey (AddUserInterfaces)
[2866274.678] 7A66DB58-B354-4061-8C80-95B638DD6F6C (LOC_GREAT_NEGOTIATORS_MOD_TITLE)
[2866274.678]  * GreatNegotiatorsArt (UpdateArt)
[2866274.678]  * GreatNegotiatorsAudio (UpdateAudio)
[2866274.678]  * GreatNegotiatorsGameplay (UpdateDatabase)
[2866274.678]  * GreatNegotiatorsColors (UpdateColors)
[2866274.678]  * GreatNegotiatorsGameplay_XP2 (UpdateDatabase)
[2866274.678]  * GreatNegotiatorsIcons (UpdateIcons)
[2866274.678]  * GreatNegotiatorsARX (UpdateLogitechARX)
[2866274.679]  * GreatNegotiatorsText (UpdateText)
[2866274.679] 7D27831B-BAA6-4A8B-A39C-94243BAD3F47 (LOC_RULERS_OF_CHINA_MOD_TITLE)
[2866274.679]  * RulersOfChinaArt (UpdateArt)
[2866274.679]  * RulersOfChinaAudio (UpdateAudio)
[2866274.679]  * RulersOfChinaGameplay (UpdateDatabase)
[2866274.679]  * RulersOfChinaColors (UpdateColors)
[2866274.679]  * RulersOfChinaGameplay_XP2 (UpdateDatabase)
[2866274.679]  * RulersOfChinaIcons (UpdateIcons)
[2866274.679]  * RulersOfChinaText (UpdateText)
[2866274.679] 82AE6F24-930F-4640-833C-FCDFD4845757 (LOC_RULERS_OF_THE_SAHARA_MOD_TITLE)
[2866274.679]  * RulersOfTheSaharaArt (UpdateArt)
[2866274.679]  * RulersOfTheSaharaAudio (UpdateAudio)
[2866274.679]  * RulersOfTheSaharaGameplay (UpdateDatabase)
[2866274.679]  * RulersOfTheSaharaColors (UpdateColors)
[2866274.679]  * RulersOfTheSaharaGameplay_XP2 (UpdateDatabase)
[2866274.679]  * RulersOfTheSaharaIcons (UpdateIcons)
[2866274.679]  * RulersOfTheSaharaText (UpdateText)
[2866274.679] 9DE86512-DE1A-400D-8C0A-AB46EBBF76B9 (Maya and Gran Colombia Pack)
[2866274.679]  * GranColombiaMayaArt (UpdateArt)
[2866274.679]  * GranColombiaMayaGameplay (UpdateDatabase)
[2866274.681]  * GranColombiaMayaGameplay_Macedonia (UpdateDatabase)
[2866274.681]  * GranColombiaMayaARX (UpdateLogitechARX)
[2866274.681]  * GranColombiaMayaColors (UpdateColors)
[2866274.681]  * GranColombiaMayaGameplay_XP2 (UpdateDatabase)
[2866274.681]  * GranColombiaMayaText (UpdateText)
[2866274.681]  * GranColumbiaMayaAudio (UpdateAudio)
[2866274.681]  * GranColombiaMayaIcons (UpdateIcons)
[2866274.681]  * GranColombiaMaya_ClimateScreen (ReplaceUIScript)
[2866274.681]  * GranColombiaMaya_NaturalDisasterPopup (ReplaceUIScript)
[2866274.681]  * GranColombiaMaya_XP2Files (ImportFiles)
[2866274.681] A1100FC4-70F2-4129-AC27-2A65A685ED08 (Byzantium and Gaul Pack)
[2866274.681]  * ByzantiumGaulArt (UpdateArt)
[2866274.681]  * ByzantiumGaulGameplay (UpdateDatabase)
[2866274.681]  * ByzantiumGaulColors (UpdateColors)
[2866274.681]  * ByzantiumGaulGameplay_XP2 (UpdateDatabase)
[2866274.682]  * ByzantiumGaul_SecretSocieties_MODE (UpdateDatabase)
[2866274.682]  * ByzantiumGaulText (UpdateText)
[2866274.682]  * ByzantiumGaulIcons (UpdateIcons)
[2866274.682]  * ByzantiumGaul_ARX (UpdateLogitechARX)
[2866274.682]  * ByzantiumGaul_Audio (UpdateAudio)
[2866274.682]  * ByzantiumGaul_XP2Files (ImportFiles)
[2866274.682] A3F42CD4-6C3E-4F5A-BC81-BE29E0C0B87C (Vietnam and Kublai Khan Pack)
[2866274.682]  * KublaiKhanArt (UpdateArt)
[2866274.682]  * KublaiKhanAudio (UpdateAudio)
[2866274.682]  * KublaiKhanVietnamGameplay (UpdateDatabase)
[2866274.682]  * KublaiKhanVietnamColors (UpdateColors)
[2866274.682]  * KublaiKhanVietnamGameplay_MODE_GranColombiaMaya (UpdateDatabase)
[2866274.682]  * KublaiKhanVietnamGameplay_MODE_Expansion2 (UpdateDatabase)
[2866274.682]  * KublaiKhanVietnamGameplay_Mongolia (UpdateDatabase)
[2866274.682]  * KublaiKhanVietnamGameplay_XP1 (UpdateDatabase)
[2866274.683]  * KublaiKhanVietnamGameplay_XP2 (UpdateDatabase)
[2866274.683]  * KublaiKhanVietnamIcons (UpdateIcons)
[2866274.683]  * KublaiKhanVietnamIcons_MODE (UpdateIcons)
[2866274.683]  * KublaiKhanVietnamARX (UpdateLogitechARX)
[2866274.683]  * KublaiKhanVietnamText (UpdateText)
[2866274.683]  * KublaiKhanVietnamText_MODE (UpdateText)
[2866274.683]  * KublaiKhanVietnam_MODE_InGameUI (AddUserInterfaces)
[2866274.683]  * KublaiKhanVietnam_DistrictPlotIconManager (ReplaceUIScript)
[2866274.683]  * KublaiKhanVietnam_GlobalResourcePopup (ReplaceUIScript)
[2866274.683]  * KublaiKhanVietnam_Files (ImportFiles)
[2866274.683]  * KublaiKhanVietnam_Files_MODE (ImportFiles)
[2866274.683] CE5876CD-6900-46D1-9C9C-8DBA1F28872E (Catherine de Medici Persona Pack)
[2866274.683]  * CatherineDeMediciArt (UpdateArt)
[2866274.683]  * CatherineDeMediciARX (UpdateLogitechARX)
[2866274.683]  * CatherineDeMediciColors (UpdateColors)
[2866274.684]  * CatherineDeMediciGameplay (UpdateDatabase)
[2866274.684]  * CatherineDeMediciIcons (UpdateIcons)
[2866274.684]  * CatherineDeMediciText (UpdateText)
[2866274.684] F48213B4-56F5-45DD-92F7-AC78E49BDA49 (LOC_GREAT_WARLORDS_MOD_TITLE)
[2866274.684]  * GreatWarlordsArt (UpdateArt)
[2866274.684]  * GreatWarlordsAudio (UpdateAudio)
[2866274.684]  * GreatWarlordsGameplay (UpdateDatabase)
[2866274.684]  * GreatWarlordsGameplay_Nader (UpdateDatabase)
[2866274.684]  * GreatWarlordsColors (UpdateColors)
[2866274.684]  * GreatWarlordsGameplay_XP2 (UpdateDatabase)
[2866274.684]  * GreatWarlordsGameplay_XP2_Nader (UpdateDatabase)
[2866274.684]  * GreatWarlordsIcons (UpdateIcons)
[2866274.684]  * GreatWarlordsARX (UpdateLogitechARX)
[2866274.684]  * GreatWarlordsText (UpdateText)
[2866274.685] f9102cb6-564f-4812-b31e-2a67830fe382 (Late Game AI)
[2866274.685]  * LGAI_Text (UpdateText)
[2866274.685]  * NewAction (UpdateIcons)
[2866274.685]  * LGAI_Strategics (UpdateDatabase)
[2866274.685]  * NewAction (UpdateArt)
[2866274.685] 1B394FE9-23DC-4868-8F0A-5220CB8FB427 (Ethiopia Pack)
[2866274.685]  * EthiopiaArt (UpdateArt)
[2866274.685]  * EthiopiaGameplay (UpdateDatabase)
[2866274.685]  * EthiopiaColors (UpdateColors)
[2866274.685]  * EthiopiaGameplay_XP2 (UpdateDatabase)
[2866274.685]  * EthiopiaIcons_MODE (UpdateIcons)
[2866274.685]  * EthiopiaIcons (UpdateIcons)
[2866274.685]  * EthiopiaText (UpdateText)
[2866274.685]  * Ethiopia_Files_MODE (ImportFiles)
[2866274.686]  * Ethiopia_InGameUI (AddUserInterfaces)
[2866274.686]  * EthiopiaAudio (UpdateAudio)
[2866274.686]  * EthiopiaGameplayXP2_MODE (UpdateDatabase)
[2866274.686]  * EthiopiaGranColombiaMayaGameplay_MODE (UpdateDatabase)
[2866274.686]  * EthiopiaText_MODE (UpdateText)
[2866274.686]  * EthiopiaARX (UpdateLogitechARX)
[2866274.686] 8424840C-92EF-4426-A9B4-B4E0CB818049 (Babylon Pack)
[2866274.686]  * BabylonArt (UpdateArt)
[2866274.686]  * BabylonAudio (UpdateAudio)
[2866274.686]  * BabylonARX (UpdateLogitechARX)
[2866274.686]  * BabylonGameplay (UpdateDatabase)
[2866274.686]  * BabylonColors (UpdateColors)
[2866274.686]  * BabylonGameplay_XP2 (UpdateDatabase)
[2866274.686]  * BabylonGameplay_GranColombia_Maya (UpdateDatabase)
[2866274.687]  * BabylonText (UpdateText)
[2866274.687]  * BabylonIcons (UpdateIcons)
[2866274.687] 249D9276-0832-48E4-B370-14531FA4E33C (LOC_GREAT_BUILDERS_MOD_TITLE)
[2866274.687]  * GreatBuildersArt (UpdateArt)
[2866274.687]  * GreatBuildersAudio (UpdateAudio)
[2866274.687]  * GreatBuildersGameplay (UpdateDatabase)
[2866274.687]  * GreatBuildersGameplay_Byzantium (UpdateDatabase)
[2866274.687]  * GreatBuildersColors (UpdateColors)
[2866274.687]  * GreatBuildersGameplay_XP2 (UpdateDatabase)
[2866274.687]  * GreatBuildersIcons (UpdateIcons)
[2866274.687]  * GreatBuildersText (UpdateText)
[2866274.687] FFDF4E79-DEE2-47BB-919B-F5739106627A (Portugal Pack)
[2866274.687]  * PortugalArt (UpdateArt)
[2866274.687]  * PortugalAudio (UpdateAudio)
[2866274.688]  * PortugalGameplay (UpdateDatabase)
[2866274.688]  * PortugalGameplayXP2 (UpdateDatabase)
[2866274.688]  * PortugalColors (UpdateColors)
[2866274.688]  * PortugalGameplay_XP2 (UpdateDatabase)
[2866274.688]  * PortugalGameplayIcons (UpdateIcons)
[2866274.688]  * PortugalARX (UpdateLogitechARX)
[2866274.688]  * PortugalText (UpdateText)
[2866274.688]  * Portugal_XP1Files (ImportFiles)
[2866274.688] 4dd01931-9d44-4a8a-8e74-712cba0f0072 (ZYLPVPMOD 2.0.3)
[2866274.688]  * ZYL_BRS_Database (UpdateDatabase)
[2866274.688]  * ZYL_BRS_Icons (UpdateIcons)
[2866274.688]  * ZYL_BBGExpandedResources (UpdateDatabase)
[2866274.688]  * ZYL_BBGExpandedResourcesArt (UpdateArt)
[2866274.688]  * ZYL_BBGExpandedResourcesIcons (UpdateIcons)
[2866274.688]  * ZYL_BBGExpandedResourcesText (UpdateText)
[2866274.688]  * MPH_Ingame (ImportFiles)
[2866274.688]  * MPH_ChatPanel (ReplaceUIScript)
[2866274.688]  * MPH_DiplomacyActionView (ReplaceUIScript)
[2866274.688]  * MPH_InGameTopOptionsMenu (ReplaceUIScript)
[2866274.688]  * MPH_UI_Replacements (ImportFiles)
[2866274.688]  * MPH_UI_Additions (ImportFiles)
[2866274.688]  * ZYLPVP_BBM_IG_002_ArtDep (UpdateArt)
[2866274.688]  * ZYL_BBGExpandedResourcesMode (UpdateDatabase)
[2866274.689]  * ZYL_BBGExpandedResourcesModeIcons (UpdateIcons)
[2866274.689]  * ZYL_BBGExpandedResourcesModeText (UpdateText)
[2866274.689]  * ZYL_UnitFlag_Import (ImportFiles)
[2866274.689]  * MPH_DropControl (AddUserInterfaces)
[2866274.689]  * MPH_Options (AddUserInterfaces)
[2866274.689]  * MPH_VotePanel (AddUserInterfaces)
[2866274.689]  * ZYL_Blacklist (AddUserInterfaces)
[2866274.689]  * ZYL_RevealMapCorners (AddUserInterfaces)
[2866274.689]  * ZYL_TechTree (ReplaceUIScript)
[2866274.690]  * ZYL_CivicsTree (ReplaceUIScript)
[2866274.690]  * ZYL_ResearchChooser (ReplaceUIScript)
[2866274.690]  * ZYL_CivicsChooser (ReplaceUIScript)
[2866274.690]  * ZYL_QuickControls (AddUserInterfaces)
[2866274.690]  * ZYL_TechCivicScreens (ImportFiles)
[2866274.690]  * ZYL_IdentityRolePanel (AddUserInterfaces)
[2866274.690]  * ZYL_UI_Extensions (ImportFiles)
[2866274.690] f9102cb6-564f-4812-b31e-2a67830fe382 (Late Game AI)
[2866274.690]  * LGAI_Core (UpdateDatabase)
[2866274.690]  * LGAI_Babylon (UpdateDatabase)
[2866274.691]  * LGAI_SSfix (UpdateDatabase)
[2866274.691]  * LGAI_NoBarbCombatBonus (UpdateDatabase)
[2866274.691]  * LGAI_DeityTourism (UpdateDatabase)
[2866274.691]  * LGAI_HTourism (UpdateDatabase)
[2866274.691]  * LGAI_ONLINECS (UpdateDatabase)
[2866274.691]  * LGAI_NoCombatBonus (UpdateDatabase)
[2866274.691]  * LGAI_NoBonusWarriors (UpdateDatabase)
[2866274.691] 4dd01931-9d44-4a8a-8e74-712cba0f0072 (ZYLPVPMOD 2.0.3)
[2866274.691]  * ZYL_CityStates (ReplaceUIScript)
[2866274.691]  * ZYL_GreatPeoplePopup (ReplaceUIScript)
[2866274.692]  * ZYLPVP_BBM_IG_003_Map_BBS (ImportFiles)
[2866274.692]  * ZYL_GameFeatureNotices (AddGameplayScripts)
[2866274.692]  * ZYL_GameFeatureNoticesText (UpdateText)
[2866274.692]  * ZYL_RandomPromotionHotkeyText (UpdateText)
[2866274.692]  * ZYL_BRS_Import (ImportFiles)
[2866274.692]  * ZYLPVP_BBM_IG_004_BBS_Global_Parameters (UpdateDatabase)
[2866274.692]  * ZYLPVP_BBM_IG_006_BBS_Minor_Bias_Parameters (UpdateDatabase)
[2866274.692]  * ZYLPVP_BBM_IG_019_BBS_ExtraMapScriptImport (ImportFiles)
[2866274.692]  * ZYL_RichMainland_MapScripts (ImportFiles)
[2866274.692]  * ZYL_RichMainland_Common (UpdateDatabase)
[2866274.692]  * ZYL_RichMainland_RingTeam_Config (UpdateDatabase)
[2866274.693]  * ZYL_CityStates_Import (ImportFiles)
[2866274.693]  * ZYL_GreatPeoplePopup_Import (ImportFiles)
[2866274.693]  * ZYL_BRS_ReportScreen_XP2 (ReplaceUIScript)
[2866274.693]  * ZYL_RandomPromotionHotkey (AddUserInterfaces)
[2866274.693]  * ZYL_ForcedEndButtonText (UpdateText)
[2866274.693]  * ZYL_ForcedEndButton (AddUserInterfaces)
[2866274.693]  * ZYLPVP_BBM_IG_008_BBS_Negative_StartBias (UpdateDatabase)
[2866274.693]  * ZYL_TechCivicSupport (ImportFiles)
[2866274.693] 2c748261-f79c-4e12-a126-cd3c50c6915a (Crank Up The Difficulty!)
[2866274.693]  * NewAction (UpdateDatabase)
[2866274.694] 4dd01931-9d44-4a8a-8e74-712cba0f0072 (ZYLPVPMOD 2.0.3)
[2866274.694]  * ZYL_PantheonChooser (ReplaceUIScript)
[2866274.694]  * ZYL_PantheonChooser_Import (ImportFiles)
[2866274.694]  * ZYLPVP_BBG_IG_005_Colors (UpdateColors)
[2866274.694]  * ZYL_BTS_SettingsSchema (UpdateDatabase)
[2866274.694]  * ZYL_BTS_Settings (UpdateDatabase)
[2866274.694]  * ZYL_BTS_SettingsPanel (AddUserInterfaces)
[2866274.694]  * ZYL_BTS_UI (ImportFiles)
[2866274.694]  * ZYL_BTS_Text (UpdateText)
[2866274.694]  * ZYLPVP_BBG_IG_006_bbg_preload_db_updated (UpdateDatabase)
[2866274.695]  * ZYLPVP_BBG_IG_007_bbg_preload_db_base_updated (UpdateDatabase)
[2866274.695]  * ZYLPVP_BBG_IG_011_bbg_preload_db_aust_updated (UpdateDatabase)
[2866274.695]  * ZYLPVP_BBG_IG_012_bbg_preload_db_indokhmer_updated (UpdateDatabase)
[2866274.695]  * ZYLPVP_BBG_IG_013_bbg_preload_db_xp1_updated (UpdateDatabase)
[2866274.695]  * ZYLPVP_BBG_IG_014_bbg_preload_db_xp2_updated (UpdateDatabase)
[2866274.695]  * ZYLPVP_BBG_IG_015_bbg_preload_db_mayacolombia_updated (UpdateDatabase)
[2866274.695]  * ZYLPVP_BBG_IG_016_bbg_preload_db_bbs_updated (UpdateDatabase)
[2866274.695]  * ZYLPVP_BBG_IG_017_BBG_Base (UpdateDatabase)
[2866274.695]  * ZYLPVP_BBG_IG_018_BBG_XP1 (UpdateDatabase)
[2866274.695]  * ZYLPVP_BBG_IG_019_BBG_XP1_OR_XP2 (UpdateDatabase)
[2866274.695]  * ZYLPVP_BBG_IG_020_BBG_XP2 (UpdateDatabase)
[2866274.696]  * ZYLPVP_BBG_IG_021_BBG_XP1_AND_XP2 (UpdateDatabase)
[2866274.696]  * ZYLPVP_BBG_IG_022_BBG_Aztec (UpdateDatabase)
[2866274.696]  * ZYLPVP_BBG_IG_024_BBG_Poland (UpdateDatabase)
[2866274.696]  * ZYLPVP_BBG_IG_025_BBG_XP2_Poland (UpdateDatabase)
[2866274.696]  * ZYLPVP_BBG_IG_026_BBG_Austrlia (UpdateDatabase)
[2866274.696]  * ZYLPVP_BBG_IG_027_BBG_XP2_Australia (UpdateDatabase)
[2866274.696]  * ZYLPVP_BBG_IG_028_BBG_Macedon_Persia (UpdateDatabase)
[2866274.696]  * ZYLPVP_BBG_IG_029_BBG_XP1_Macedon_Persia (UpdateDatabase)
[2866274.696]  * ZYLPVP_BBG_IG_030_BBG_XP2_Macedon_Persia (UpdateDatabase)
[2866274.696]  * ZYLPVP_BBG_IG_031_BBG_Nubia (UpdateDatabase)
[2866274.697]  * ZYLPVP_BBG_IG_032_BBG_XP2_Nubia (UpdateDatabase)
[2866274.697]  * ZYLPVP_BBG_IG_033_BBG_NFP_Nubia (UpdateDatabase)
[2866274.697]  * ZYLPVP_BBG_IG_034_BBG_Indonesia_Khmer (UpdateDatabase)
[2866274.697]  * ZYLPVP_BBG_IG_035_BBG_NFP_GranColombia_Maya (UpdateDatabase)
[2866274.697]  * ZYLPVP_BBG_IG_036_BBG_NFP_XP1_GranColombia_Maya (UpdateDatabase)
[2866274.697]  * ZYLPVP_BBG_IG_037_BBG_NFP_XP2_GranColombia_Maya (UpdateDatabase)
[2866274.697]  * ZYLPVP_BBG_IG_038_BBG_Ethiopia (UpdateDatabase)
[2866274.697]  * ZYLPVP_BBG_IG_040_BBG_CatherinePersona (UpdateDatabase)
[2866274.697]  * ZYLPVP_BBG_IG_041_BBG_Byzantium_Gaul (UpdateDatabase)
[2866274.697]  * ZYLPVP_BBG_IG_042_BBG_Babylon (UpdateDatabase)
[2866274.697]  * ZYLPVP_BBG_IG_044_BBG_KublaiKhan_Vietnam (UpdateDatabase)
[2866274.698]  * ZYLPVP_BBG_IG_045_BBG_Portugal (UpdateDatabase)
[2866274.698]  * ZYLPVP_BBG_IG_047_BBG_Negotiators (UpdateDatabase)
[2866274.698]  * ZYLPVP_BBG_IG_048_BBG_Negotiators_XP2 (UpdateDatabase)
[2866274.698]  * ZYLPVP_BBG_IG_049_BBG_Warlords (UpdateDatabase)
[2866274.698]  * ZYLPVP_BBG_IG_050_BBG_Warlords_Persia (UpdateDatabase)
[2866274.698]  * ZYLPVP_BBG_IG_051_BBG_RulesChina (UpdateDatabase)
[2866274.698]  * ZYLPVP_BBG_IG_053_BBG_RulesChina_NFPEthiopia (UpdateDatabase)
[2866274.698]  * ZYLPVP_BBG_IG_055_BBG_Builders (UpdateDatabase)
[2866274.698]  * ZYLPVP_BBG_IG_056_BBG_Builders_Byzantium (UpdateDatabase)
[2866274.698]  * ZYLPVP_BBG_IG_064_bbcc_configvalues_db (UpdateDatabase)
[2866274.698]  * ZYLPVP_BBG_IG_057_BBG_RulersSahara (UpdateDatabase)
[2866274.699]  * ZYLPVP_BBG_IG_065_core_bbcc_db (UpdateDatabase)
[2866274.699]  * ZYLPVP_BBG_IG_058_BBG_RulersEngland (UpdateDatabase)
[2866274.699]  * ZYLPVP_BBG_IG_063_BBG_XP2_SecretSocieties (UpdateDatabase)
[2866274.699]  * ZYL_BRS_Government (ImportFiles)
[2866274.699]  * ZYLPVP_DetailedMapTacks_IG_003_dmt_files (ImportFiles)
[2866274.699]  * ZYLPVP_BBG_IG_082_bbg_worldranking (ReplaceUIScript)
[2866274.699]  * ZYLPVP_BBG_IG_083_BBG_UnitPanel_XP2 (ReplaceUIScript)
[2866274.699]  * ZYL_TeamResourceVisibility (ReplaceUIScript)
[2866274.699]  * ZYLPVP_BBG_IG_068_VictoryCulturalSetting_2 (UpdateDatabase)
[2866274.699]  * ZYLPVP_BBG_IG_072_VictoryDiploSetting_2 (UpdateDatabase)
[2866274.699]  * ZYLPVP_BBG_IG_080_Settlers (UpdateDatabase)
[2866274.699]  * ZYLPVP_BBM_IG_009_BBS_New_Natural_Wonders (UpdateDatabase)
[2866274.699]  * ZYLPVP_BBM_IG_010_BBS_New_Natural_Wonders_Xp1 (UpdateDatabase)
[2866274.699]  * ZYLPVP_BBM_IG_011_BBS_New_Natural_Wonders_Xp2 (UpdateDatabase)
[2866274.699]  * ZYLPVP_BBM_IG_012_BBS_New_Natural_Wonders_Xp1_Xp2 (UpdateDatabase)
[2866274.700] f9102cb6-564f-4812-b31e-2a67830fe382 (Late Game AI)
[2866274.700]  * LGAI_BBGfix5_ID (UpdateDatabase)
[2866274.700]  * LGAI_Monopoliesfix (UpdateDatabase)
[2866274.700] 4dd01931-9d44-4a8a-8e74-712cba0f0072 (ZYLPVPMOD 2.0.3)
[2866274.700]  * ZYLPVP_BBM_IG_015_BBS_Negative_StartBias_Australia (UpdateDatabase)
[2866274.700]  * ZYLPVP_BBM_IG_016_BBS_Negative_StartBias_Maya (UpdateDatabase)
[2866274.700]  * ZYLPVP_BBM_IG_017_BBS_Negative_StartBias_xp2 (UpdateDatabase)
[2866274.700]  * ZYLPVP_BBM_IG_018_BBS_Negative_StartBias_xp1 (UpdateDatabase)
[2866274.700]  * ZYL_TeamResourceVisibility_Import (ImportFiles)
[2866274.700]  * ZYL_TopPanel (ReplaceUIScript)
[2866274.701]  * ZYL_TopPanel_Import (ImportFiles)
[2866274.701]  * ZYL_TopPanel_Tooltips (AddUserInterfaces)
[2866274.701]  * ZYLPVP_BetterDealWindow_IG_001_ADW_Initial (ImportFiles)
[2866274.701]  * ZYL_BDW_CompatibilityFiles (ImportFiles)
[2866274.701]  * ZYL_DiplomacyRibbonFiles_XP2 (ImportFiles)
[2866274.701]  * ZYL_BDW_DiplomacyDealView_XP2 (ReplaceUIScript)
[2866274.701]  * ZYL_DiplomacyRibbonIntel_XP2 (ReplaceUIScript)
[2866274.701]  * ZYL_StartingSettlerMovement (UpdateDatabase)
[2866274.701]  * ZYL_DMT_MapPinManager (ReplaceUIScript)
[2866274.701]  * ZYL_DMT_MapPinPopup (ReplaceUIScript)
[2866274.701]  * ZYL_BRS_ReportsList (ReplaceUIScript)
[2866274.702]  * ZYLPVP_BBG_IG_004_BBG_TextUpdate (UpdateText)
[2866274.702]  * ZYL_BBGExpandedDisableGameplay (UpdateDatabase)
[2866274.702]  * ZYL_BBGExpandedResourcesBalance (UpdateDatabase)
[2866274.702]  * ZYL_CoastLeaderVariants_Gameplay (UpdateDatabase)
[2866274.702]  * ZYL_CoastLeaderVariants_GameplayText (UpdateText)
[2866274.702]  * ZYL_CoastLeaderVariants_GameplayIcons (UpdateIcons)
[2866274.702]  * ZYL_CoastLeaderVariants_GameplayColors (UpdateColors)
[2866274.702]  * ZYL_ResourceHarvests (UpdateDatabase)
[2866274.702]  * ZYL_SelectedPantheons (UpdateDatabase)
[2866274.702]  * ZYL_SelectedPantheonsText (UpdateText)
[2866274.703]  * ZYL_SelectedPantheonsIcons (UpdateIcons)
[2866274.703]  * ZYL_GeothermalMines (UpdateDatabase)
[2866274.703]  * ZYL_TPVP_SecretSocietiesArt (UpdateArt)
[2866274.703]  * ZYL_TPVP_GildedShipyard (UpdateDatabase)
[2866274.703]  * ZYL_TPVP_TaoistArt (UpdateArt)
[2866274.703]  * ZYL_TPVP_TaoistDatabase (UpdateDatabase)
[2866274.703]  * ZYL_TPVP_SecretSocietiesGameplay (UpdateDatabase)
[2866274.703]  * ZYL_TPVP_SecretSocietiesText (UpdateText)
[2866274.703]  * ZYL_TPVP_SecretSocietiesIcons (UpdateIcons)
[2866274.703]  * ZYL_TPVP_TaoistUI (AddUserInterfaces)
[2866274.703]  * ZYL_TPVP_TaoistGameplay (AddGameplayScripts)
[2866274.704]  * ZYL_TPVP_VampireCastleGameplay (AddGameplayScripts)
[2866274.704]  * ZYL_BBG74_ChineseText (UpdateText)
[2866274.704]  * ZYL_BBGExpandedChineseText (UpdateText)
[2866274.704]  * ZYL_GameplayOverrides (UpdateDatabase)
[2866274.704]  * ZYL_EraLengthOptimization (UpdateDatabase)
[2866274.704]  * ZYL_GovernorOverrides (UpdateDatabase)
[2866274.704]  * ZYL_MonopoliesBalance (UpdateDatabase)
[2866274.704]  * ZYL_GameplayOverridesText (UpdateText)
